,label,sentences
897,8,"There are many great predictions hinting to future (it is from 1968 - can you believe it?) innovations throughout the movie. I might not have found all them because I keep falling asleep while watching it but I will keep trying to find them all. I believe that we should call it a modernism show, albeit exhibited in the form of a movie. While it might feel ""boring"", it forces you to rethink what philosophical level that a two-hour film can achieve. The focus on questions about life, intelligence, and time, is worth more attention than the sci-fi part (though the special effect of this movie is already way ahead of its time). The eighth wonder of the world. Easily 30+ viewings since I was a little kid. Nothing new to say here; simply wanted to add another pair of hands to the ocean of applause for my absolute favorite thing, the only indisputably perfect movie, the answer to the question of Is Life Worth Living, Man's greatest achievement, two thousand one a burger-flipping space odyssey I got this movie recently when it came out on Ultra HD Blu-ray simply because it was missing in my collection and, being a Sci-Fi fan, missing 2001 in my collection simply would not do. It is a movie that was made to rely almost entirely on the visuals. It could be said that it is a visual symphony if that makes sense. Thus it was filmed on 70 mm film and in 6 channel stereo which, at the time was a huge thing. Thanks to this it actually made some sense to transfer this movie to Ultra HD Blu-ray since the originals were really good enough even though the movie was made in 1968.

I remember watching this movie as a kid and was profoundly disappointed. I thought come on, where’s the adventure, not to mention any form of action? Today I can more appreciate it for what it is. A visually stunning movie. I also can more appreciate the fact that the movie is trying to be scientifically accurate instead of going all out on the fiction part. The parts where gravity, or rather the lack thereof, was portrayed, that was really high tech movie making at the time. I also noticed now, when re-watching it, that all the screens are actually flat which also was really far in the future at the time. Actually it was still pretty much in the future back in 2001.

However, even today, I have to say that I find the movie excruciatingly boring. It is two and a half hour long and it moves very, very slowly. It takes 50 minutes of movie time before we actually get to the main part of the movie and get onto the Discovery for instance. No matter how great the visuals are, there’s only so much boredom I can stand before it starts to get to me.

In the last 30 minutes or so the movie starts to become very psychedelic. The part where Bowman is pulled into the vortex, the stargate, is going on forever and in the end it just becomes a blur of headache inducing color effects. The final parts of the movie with the three Bowmans of different ages is just weird.

So,as this is a non-professional and personal take on the movie I cannot really motivate more than 3 out of 5 stars.

I hadn’t actually planned to review this movie. Everything has really already been said about it but I could not refrain after having read this crap at Rotten Tomatoes:

Critics Consensus: One of the most influential of all sci-fi films — and one of the most controversial — Stanley Kubrick’s 2001 is a delicate, poetic meditation on the ingenuity — and folly — of mankind.

It’s pretty well known that Rotten Tomatoes is the absolutely worst movie rating site around and the so called “critics” are useless culture elite morons with an over-inflated opinion about themselves at best and politically motivated SJW asswipes at worst but still.

What the hell is controversial about it? Reality check, there’s really nothing controversial about it at all. It is just a fictional story in the future. Then we have that crap “the folly”. What bloody folly? If anything the movie shows a much better future  than what we got. A future where the politicians apparently promoted advancement of science and space exploration which is the direct opposite to the money and oxygen wasters we have today.

Sure, if you indulge too much in smoking funny mushrooms or are politically motivated you can probably “interpret” the hell out of any movie and “find” whatever message you want but it is still bullshit.

Well, that was my (controversial?) take on 2001. _**Inscrutable space science-fiction as cinematic art**_

The discovery of an ancient extraterrestrial monolith on the Moon leads to a mission to Jupiter, but the astronauts have unexpected complications with their vessel’s onboard computer, HAL 9000. William Sylvester plays an official of US Astronautics in the first hour while Keir Dullea and Gary Lockwood play the two functioning astronauts in the second half.

Created by Stanley Kubrick (director/writer) and Arthur C. Clarke (writer), ""2001: A Space Odyssey"" (1968) is an artistic sci-fi film about human evolution, advanced technology, the wonders of space, the routineness of space travel, artificial intelligence and the mystery of extraterrestrial life. It mixes elements of “Planet of the Apes,” which debuted over six weeks earlier, with aspects of “Star Trek: The Motion Picture,” which came out eleven years later and was obviously influenced by this one-of-a-kind movie. 

It begins with the “dawn of man” as a curious introduction before jumping forward to the 21st Century, which has been called the longest flash-forward in cinematic history. The depictions of space travel and life-in-space feel wholly authentic. 

But “2001” is peculiar in that it rejects traditional techniques of narrative cinema and is often a nonverbal experience, which leaves some viewers in awe and others bored. It’s not about conventional thrills, but rather disquieting awe. It’s not easy entertainment, but meditative, transcendent art. The 1985 sequel, “2010: The Year We Make Contact,” is more standard and less ambiguous yet a worthy companion piece. 

The soundtrack mixes classical compositions, e.g. “Also Sprach Zarathustra” by Richard Strauss, with four creepy modernistic compositions by György Ligeti. The parts of the movie that utilize the latter pieces really evoke an unsettling sense of the unknown.

My favorite part is the astronauts’ exchange with HAL, which involves almost an hour of the runtime and is the only part of the film that generates a low-key sense of suspense.

Personally, I don’t believe that humankind began as apes (rolling my eyes). But, even if this were true, where did the apes come from? Did they just spontaneously manifest by accident? If so, when? How? Biogenesis is a scientific axiom meaning “life proceeds from life.” So what life form originally created the apes or the simple organisms that supposedly evolved into apes?

The film runs 2 hours, 29 minutes.

GRADE: A-/B+"
899,8,"This classic is a must with great dialogues and script with a great performance from Bette Davis. Excellent performances by everyone, especially Bette Davis, Anne Baxter and George Sanders, which kept me captivated more so than the story, though the dialogue was amazing. Nothing fantastic all in all but still entertaining. **4.0/5**"
900,6,"A women centric movie from the 30s was a very cool concept to me in theory, but the execution and the whole movie being about men despite no men being on screen and it being called ‘The Women’ but none of them women having much of a character outside of relationships and men. Really wanted to like this and was disappointed I didn’t."
901,8,"A good movie and interesting plot but the characters are a little bit exaggerated and the outcome is quite expectable. A poor ""lady's companion"", so self-effacing that we are never given her name (Joan Fontaine), suddenly finds her life changed when a moody widower, Maxim de Winter  (Laurence Olivier), proposes to marry her and take her to his splendid estate of Manderley.

It seems like a fairy-tale turned true, but it is not.  On reaching Manderley, the new Mrs. de Winter  (still unnamed) finds herself out of place, as Maxim seems to drift away and the hostile housekeeper Mrs. Danvers (Judith Anderson) repeatedly tells her that she will never live up to the standard set by Maxim's first wife Rebecca.

What was Rebecca really like?   The perfect English lady, or a hypocrite who dazzled the people around her?   Where do Maxim's affections really lie?  The questions not only create a great movie mystery, but a portrait of an unequal marriage between an arrogant aristocrat and a neurotically dependent young wife. Absolutely perfect Gothic Thriller that has many imitators but few of equal quality.

With ""Rebecca"" about to hit the Broadway stage (as a musical!), I thought it was time to write my review of perhaps my favorite Hitchcock film. I recall the first time I saw this on TV almost 30 years ago on the late show, I had set my VCR to tape it, but woke up to start watching a bit of it, and stayed up all night to watch it all. That's how good a film it is. Daphne Du Maurier's tale of a shy companion who shocks her employer by winning the most desired wealthy widow in England is gripping, suspenseful, and filled with innuendo. Joan Fontaine never gave a more lovely performance as the awkward bride who leaves her hysterically selfish employer (Florence Bates) to marry the brooding Maxim De Winter (Laurence Olivier) and finds animosity from the darkly dressed Mrs. Danver (Judith Anderson) who resents her intrusion because of her devotion to Maxim's late wife, Rebecca. The mystery of how Rebecca died and what kind of woman she really was is explored, and with the intrusion of scoundrel George Sanders and some well-meaning advice from Maxim's toothy sister (Gladys Cooper), the new Mrs. De Winter (her first name is never revealed) finds out more than she bargained for.

If you thought Olivier's Heathcliff in ""Wuthering Heights"" was dark and somewhat depressing, wait until you meet his more civilized Maxim. Joan Fontaine's bride is as far from Merle Oberon's ""wild and sweet"" Cathy as you can find, but as far as Gothic tales of brooding men and their lost souls go, the two movies make a perfect double feature. Samuel Goldwyn and David Selznick were Hollywood's most famous independent producers, so sometimes their careers are compared. They share many of the same players, and in the case of these two films, the same photographer (Gregg Toland). Fontaine and Olivier work well on screen together, even though they apparently did not share a close working relationship. It is, however, the supporting players who are the shining stars. 

Anderson's Mrs. Danvers is a role we've already seen on screen (usually played by Gale Sondergaard), but being Anderson's second film (and first in 7 years), there was a lot of curiosity surrounding her considering her reputation as one of Broadway's hottest dramatic actresses. Mrs. Danvers isn't a one dimensional evil housekeeper; You understand her affection for the late Rebecca from the very beginning, and in every movement Anderson makes, you cannot take your eyes off of her. I can't praise her highly enough. Sanders' suave villain (who playfully calls Mrs. Danvers ""Danny"") is extremely likable and almost equal in stealing away the attention of the leads. Gladys Cooper and Nigel Bruce add on a delightful ""pip pip"" quality to their eccentric characters, while in her brief time on screen, Florence Bates is hysterically funny, putting out a cigarette in her cold cream, and coolly telling Fontaine how she can never truly be a ""great lady"".

Every moment here is a classic movie memory, from the opening narration to Fontaine's first vision of De Winter, and then, the rainy ride down to where Fontaine sees Mandalay for the first time. The light first quarter darkens the moment we see Anderson pop into view as Mrs. Danvers. A cold pause, then ""How Do You Do"" reveals the tension, and from there, everything is set. Anderson explodes in two scenes-the first where she finds the hiding Fontaine in Rebecca's old room, and later, when Fontaine confronts Anderson after discovering her treachery. The film sags just a bit with the discovery of a body that might be Rebecca's, but that is minor. C. Aubrey Smith is memorable in his small role as Maxim's attorney. The final shot will live on in your memory, just as Mandalay lived on in the second Mrs. De Winter's.

While ""Rebecca"" won Best Film at that year's Academy Awards, many film historians prefer the message drama ""The Grapes of Wrath"" as the better film. I find the two rank very close, and also quibble over between the choice of Jane Darwell for Supporting Actress over Anderson's Mrs. Danvers. A big mistake was not nominating Sanders. A BBC version years later is also very good, a bit more faithful to the novel, and benefits from Diana Rigg as a more approachable Mrs. Danvers and a very diva-ish performance by Faye Dunaway in the Florence Bates role. Do you think the dead come back and watch the living? 

Rebecca is directed by Alfred Hitchcock and adapted to screen play from the Daphne du Maurier novel of the same name. It stars Laurence Olvier, Joan Fontaine and Judith Anderson. Cinematography is by George Barnes and music scored by Franz Waxman. 

After meeting and marrying 'Maxim' de Winter (Olivier), the Second Mrs. de Winter (Fontaine), finds life at his English estate, Manderley, far from comfortable because the servants and the house serve to remind her of the first Mrs. de Winter, whose death remains a source of mystery. What did happen to the first lady of the house? Can this newly married couple survive the oppressive cloud that looms large over the mansion? 

A Gothic emotional near masterpiece, Alfred Hitchcock's first American film may seem a bit too serviceable at times, something he was also aware of himself, but the production values are high and the story is played out supremely well. Within the story we can find Hitchcock's now famous trait of mistrusting Women, but in the main it stays the tragic tale of one young woman living in the ominous shadow of the previous Mrs. De Winter. Mood is often set as foreboding, with the director understanding the psychological pangs of the source material once the action switches to the de Winter home of Manderley. It arguably is a touch too long, and the restraint of Hitchcock, down to producer David O. Selznick overseeing things, stops it being a bit more unnerving than it should be. 

For Manderley the mansion here is one of the finest put on the screen, this is because Hitchcock and brilliant cinematographer George Barnes manage to make it bold & beautiful one minute, and then the next scene it comes off as a monolithic nightmare. It's wonderful case of the surroundings playing the extra character for maximum effect. Laurence Olivier is impressive, even if we would learn later on that this is the sort of performance he could do in his sleep. The supporting cast do great work as well, especially as regards the cold and terrifying turn from Judith Anderson as Mrs. Danvers. However, to me this will always be Joan Fontaine's show, she nails it perfectly, the new Mrs. De Winter wants to do right but can't seem to so for doing wrong, she infuriates at times, yet the next minute you just want to hold her, for she's so vulnerable, but beautifully so, it's a brilliant performance in a brilliant film. 

The ending is a switheroo from the novel, and it almost derails the success the film has achieved up to that point. And looking at it now it's hard not to curse the Production Code for enforcing a big change to what was revealed in du Maurier's wonderful novel. But the film has survived the ""appeasing"" ending to stand the test of time for all the ages. It won the Academy Award for Best Picture, and Barnes also won for Best Black & White Cinematography, it was nominated for a further nine awards, including Best Director, Best Actor, Best Actress and Best Supporting Actress. No nomination for Waxman, sadly, but his score is worthy of a mention for the evocative strains that sit nicely with the tone of the story. Rebecca, a hauntingly beautiful picture that's acted and produced with consummate skill. 9.5/10"
902,7,"If you enjoy this review, please check out my blog, Old Hat Cinema, at https://oldhatcinema.medium.com/ for more reviews and other cool content.

Alfred Hitchcock’s second American picture, Foreign Correspondent (1940), has quite literally everything you could ask for in a great movie. To categorize it, one might say it’s an espionage thriller. But really, that covers merely the basics of what the film is all about. It’s got suspense, adventure, romance, humor, heroics, and a cast that couldn’t be improved upon if you tried!

In contrast, Hitchcock’s first American picture was the well-done, if somewhat plodding, Gothic thriller Rebecca. While Rebecca is still an excellent film in its own right, boasting the talents of Laurence Olivier, Joan Fontaine, and others, it isn’t nearly as exciting or action-packed. Foreign Correspondent is the more important of Hitchcock’s films, made at the start of WWII, and a clear call for American entry into the war at that time. Rebecca may have won the Academy Award for Best Picture of 1940, but Foreign Correspondent was the more deserving film.

It’s 1939, and Europe is on the brink of war. An American reporter named Johnny Jones is sent to England as foreign correspondent for the New York paper he works for. He takes on the pseudonym Huntley Haverstock and is soon investigating the ostensible assassination of an important diplomat, uncovering a Nazi spy ring in the process.

Heading the cast are Joel McCrea and Laraine Day, two fine actors who are highly underrated today. The two of them maintain a good chemistry as the film progresses, and the supporting players are equally accomplished. George Sanders, that “dreadful man,” plays a wisecracking freelancer named Scott ffolliott, and gives a remarkable performance. Robert Benchley, as McCrea’s fellow foreign correspondent Stebbins, co-wrote the script, and is said to have written much of his own dialogue. There’s also Edmund Gwenn, cast against type as an affable Cockney hit man, and he makes the most of his short, but nonetheless important, role.

And, in his second film with Hitchcock, we have Herbert Marshall, in a truly great performance. I’ll have to leave it at that — because given half a chance, I could rattle on about the dear old chap for hours.

There are so many superbly crafted sequences in the movie, but I’ll mention just a few here. There’s the “umbrella scene,” where McCrea chases an assassin through a crowd of bystanders, getting lost amid the dozens of umbrellas. The windmill sequence, in which McCrea and his sidekicks find themselves alone in an open field, windmills softly turning with the breeze … or against the breeze, in the case of one such suspicious grinding mill, is marvelously shot. To add to the sense of urgency and danger, a single plane flies overhead. When McCrea sends Day and Sanders to fetch the police and enters the windmill himself, it’s one of the tensest parts of the film. Thirdly, when two men masquerading as police officers arrive at McCrea’s hotel room with malicious intent, he cleverly outwits them and escapes through the window, finding himself balanced precariously on a ledge far above the streets of London below … and dressed in his bathrobe. He proceeds to accidentally short circuit two of the letters in the hotel’s neon sign, reducing HOTEL EUROPE to HOT EUROPE, with a flourish that is purely Hitchcockian.

There’s also one brief but precious scene which for the most part probably goes unnoticed by audiences. During the car chase where McCrea meets Sanders, the assassin’s car rips around a corner, almost hitting a poor old man trying to cross the street. He steps back onto the curb just in time, and as he tries to cross again, our heroes go flying by, narrowly missing the man as well. As he tries to cross for a third time, a whole squad of policemen on motorcycles tear down the street, and the man, thwarted yet again, escapes back to the safety of the curb, turns around, and goes back inside his house. To the average viewer, it’s just one fleeting moment in the midst of an exciting, high-speed chase, but to be frank, the sequence had me in stitches; a glorious example of comic relief.

After a rollicking adventure across the continent of Europe, approaching two full delightful hours for the viewer, Foreign Correspondent reaches its climax in the form of a plane crash into the middle of the Atlantic Ocean … and one of the principal characters gives his life in a touching show of sacrifice.

So do yourself a favor, if, like me, you are a lover of great cinema, and enter this Hitchcockian world. Good triumphs over evil, witty banter abounds, romance blossoms, villains are heroes, and adventure awaits!"
903,8,Good thriller from Alfred Hitschcock.
904,7,"This intriguing little crime/thriller from the great Alfred Hitchcock isn't half bad.  It's a more unusual Hitch effort, but the story has plenty of twists and turns to keep interest.  Ingrid plays a kindhearted psychologist who falls in love with the new doctor at the asylum where she's working, but he may not be all that he seems.  I'm sorry, Ms. Bergman; it looks like you've fallen in love with a psycho."
906,7,"The big man was in jovial mood with this one. 

To Catch A Thief, is, when all is said and done, a softer entry on the great Alfred Hitchcock's CV. By his own admission it was a film he viewed as ""lightweight"", but such is the great mans talent, his softer cinematic efforts still punch the buttons and are films that many filmmakers can readily learn from. 

In this one Hitchcock is purely making an entertaining piece for those in the right frame of mind, a splendid mixture of comedy and romance which also culminates in no shortage of dramatic entertainment as well. Cary Grant is perfectly debonair as the cat burglar John Robie, who here has to catch a thief because he is the chief suspect for a spout of robberies on the French Riviera. Into the mix is that vision of beauty that is Grace Kelly, this is a woman who could melt the Antartic just by walking over it! Kelly as Frances Stevens spends the majority of the film trying to get into John Robie's pants and this puts a delightful sexual tension into the unfolding story. We get some sparkling scenes here, such as a firework display as the two protagonists flirt and then kiss, thus making the film easy on the eye, and some delicious slices of humour dot themselves throughout as Hitchcock indulges in his wink wink innuendo. The plinking score from Lyn Murray works a treat during a roof top cat sequence, while the ending stays just above average without really having an any over dramatic impact.

All in all it's a very tidy effort that is always worth spending time with on a lazy Sunday afternoon with a glass of vino in hand. 7/10 Fluffy mystery-romance-thriller excels thanks to the wonderful charms of Cary Grant and Grace Kelly. For me, this is a lesser Hitchcock film but still had plenty of fun and entertainment value even though there's nothing really noteworthy in terms of the story or any particular scene. **3.75/5**"
911,6,"Thank heavens, for musicals.

Based on Anita Loos' play, out of the novel written by Colette, Gigi snatched a ream of Academy Awards and promptly became the course of much debate and criticism for ever and a day it seems. The problem, as most musical aficionados will attest, is that Alan Jay Lerner and Frederick Loewe rehashed their previous stage hit 
""My Fair Lady"". Which to an extent is true, hell they even slotted in one of ""My Fair Lady's"" thrown away songs, ""Say A Prayer For Me Tonight"", into Gigi's bubbly mix. But on its own terms, Gigi is still a vibrant and rewarding picture that holds up well with each passing year.

The story had already been done as a French film directed by Jacqueline Audry in 1950, and a year later it had been played dramatically straight on Broadway with Audrey Hepburn in the title role. So for sure it was already a well formed story. Lerner & Loewe merely added their ""Fair Lady"" formula, got the talented Vincente Minnelli to direct it and broke out from the studio to utilise the Parisian locations. A touch heavy at almost two hours long, one still can't help getting wrapped up in some wonderful tunes and Cecil Beaton's gorgeous period costumes. The cast may be a mixed bunch, with it at times feeling like a competition to see who can be the most ""French,"" but with the spiky dialogue being wry and tart, and one of ""those"" finales, it's a winner and highly recommended to fans of the musical genre. 7/10"
913,8,"The Definitive Robin Hood

A classic in beautiful Technicolor with iconic fencing scenes, dastardly villains, and the definitive Robin and Marian. Mixing adventure, humor, and romance, Michael Curtiz’s film set the bar for Robin Hood movies for decades, so much so that there was a slew of Robin Hood movies in the 40s and 50s that were actually about the sons and daughters of Robin Hood, not wanting to be compared to this version. All the iconic scenes from the story are there, from the staff fight with Little John to the archery contest to Marian’s rescue. Errol Flynn’s best known performance, with De Havilland and Rathbone memorable as Maid Marian and Sir Guy of Gisborne. A treat for young and old."
914,7,"Pleasant scorpions! Agreeable rattlesnakes!

The Mark of Zorro is directed by Rouben Mamoulian and is adapted to screenplay by John Taintor Foote, Garrett Fort and Bess Meredyth from Johnston McCulley's story ""The Curse of Capistrano"". It stars Tyrone Power, Basil Rathbone, Linda Darnell, Gail Sondergarrd, Eugene Pallette and J. Edward Bromberg. Music is by Alfred Newman and cinematography by Arthur C. Miller. 

The 1820's and the son of a California nobleman comes home from Spain to find his native land under a villainous dictatorship. So on one front he plays a dandy cowardly fop, while on the other he is the masked avenger of the people, Zorro.

A reimaging of the Douglas Fairbanks 1920 silent version, this cut is the definitive classic version. Matinee idol Power slips into the dual role of Don Diego Vega with ease, giving the Latin Robin Hood/Scarlet Pimpernel the requisite swashbuckling verve and glint in the eye comedic bravado. This in essence is 20th Century Fox's answer to WB's The Adventures of Robin Hood, and this does have similarities (no bad thing) with some players from ""Hood"" carried over into this production. 

Rathbone is on his prime villain duty, and his swordplay with Power is a pure joy. Rathbone, a fully fledged trained swordsman gave Power the highest compliment about how well he took to fencing, and it shows as we get epees to the death. The romance sparkles, Sondergaard straight away wants to get into Poewer's pants, Power wants to get into Darnell's pants, while Rathbone will just take what he can while he fondles his sword.

It's a pure joy, for kids and adults of all ages, supremely directed by Mamoulian (the control of the 100's of extras at pic's finale is dynamite), and acted with style and knowing skill by the cast. You will believe that this Zorro does in fact change the course of history. A thrilling, fun, beautiful swashbuckler from a truly golden age. 9/10"
915,8,"Yeah, dames are always pulling a switch on you. 

Otto Preminger's wonderfully crafted mystery has become something of a big favourite of many people over the years, and rightly so. But just what is it that makes the film so watchable after all these years?

Sure the cast is solid, but I personally wouldn't say spectacular. Gene Tierney simmers and holds it together whilst Clifton Webb, Dana Andrews & Vincent Price are perfectly admirable in their roles as guys in drippy infatuation with Tierney's vibrant title character. 

Perhaps the success of the piece is with the screenplay? Adapted by at least ""five"" known writers from the novel by Vera Caspary, it is in truth delightfully bonkers! You have shades of necrophilia, potential gay suitors, and the girl the boys all court is dead, minus her face after a shotgun assault. Then there is the fact that Laura bends the conventions of the genres it can each sit in. Is it film noir, a who done it, a ghost story or just a plane old detective story? Does it matter? No, not really, because it's the ambiguity that is the films strength. As for Laura Hunt herself, well she's no femme fatale, in fact she's an ordinary woman, yet the men are in awe of her. It shouldn't work on the surface, but it does, very much so.

The film had something of a troubled shoot, hires and fires and jiggled endings were abound. Preminger was originally the producer for the film but was hired after Fox head honcho Darryl Zanuck fired Rouben Mamoulian. He in turn replaced cinematographer Lucian Ballard with Joseph LaShelle (who won the Academy Award for his efforts). Regardless, what we have with the finished product is a cheeky and often twisted tale of obsession. A film where one can never be sure what is actually going to develop, right up to, and including, the final denouement. 8/10"
917,7,"Capra adapts James Hilton's Utopian novel with grace and beauty.

It's so nice to be able to see something resembling the original vision Capra had for this story, the wonders of science gives us a cracking restoration to enjoy at our want.

Robert Conway is a British diplomat who helps a group of people (one his younger brother) escape from a Chinese revolution in a passenger plane, all doesn't go to plan, though, as the plane has been skyjacked and is heading into the Himalayas, and Tibet. The plane crash lands due to the pilot becoming stricken, and after the passengers get out they are greeted by a party of people belonging to the Valley Of The Blue Moon, to which is a beautiful and peaceful world known as Shangri-La.

Shangri-La is gorgeous, there is no illness there, no war or hostility, the landscape is paradise on earth, people live far longer than is deemed possible in the outside world, it is utopia in everyone's wildest dreams. Here Conway and the group, after initial scepticism, come to love the place and have no desire to leave this haven that is shut off from the outside world. That is, all except the younger Conway (George), and as is always the case in large social communities, cracks begin to emerge and questions remain unanswered.

The film has a wonderful dreamy quality about it, it's filmed firmly with romantic fantasy intention, and the quality of the production really helps to emphasise this intriguing story. The sets are gorgeous, the music is perfectly on tempo throughout, and the acting is top notch, while the love Capra had for the topic is evident in every frame. Thankfully all of the great work on the film has the story to match, and it's the story, and the subsequent turn of events in the last third, that is ultimately the film's crowning glory. Magical. 9/10"
920,8,"This tremendously funny, high-society screwball comedy is a terrific romp with two of the greatest comedy stars of the Golden Era: William Powell and Myrna Loy.  Both of them are beautiful with the comic timing; especially Powell with his amusing cynicism and dry wit.  The script is very humorous and brimming with intelligence and laughter.  Screwball comedy with a moral lesson is one of my favorite genres, and this one ranks up there with the very best of them.

Would I recommend?  Absolutely, especially to fellow comedy-lovers, and fans of the two stars. I see a room full of empty headed nitwits! 

If I was the sort of person who scrutinised every frame of my viewings looking for flaws, then I still wouldn't have issue here because My Man Godfrey has no cracks in its make up. It is perfect cinema from a golden age that we rarely see in this day and age. During a rich person's socialite scavenger hunt, air head Irene Bullock wins the contest to see who can find a forgotten man, a hobo, and showcase him at the toffs party. She falls for the charisma of down and out Godfrey Parke and gives him the job of Butler to the family Bullock. This of course bemuses the family, even more so when Godfrey turns out to be far more than they originally thought.

My Man Godfrey is one of those old classic comedies that has satire at its heart, for here the rich are firmly in the target sights of the makers, and it's they who come across as bumbling buffoons. Godfrey the hobo is the one with tact and grace, and it is he who is the one they all should take their markers from. Yet as important as the social message is, and it is, it's the brilliant comedy that shines bright and comes to the fore. This is an electric script benefiting from great work from all involved who put the words onto film.

William Powell is Godfrey, it's a perfect performance as he is never flustered as he delivers the funny lines with caustic impact. Carole Lombard is just precious as the dopey love sick Irene, making her interplay with Powell as comedy gold. My favourite of the bunch, though, is Eugene Palette as Alexander, the father of this bizarro family, every mannerism and every line out of his mouth had me in utter stitches. I must also mention that of the 6 Oscars the film was nominated for, I'm stunned there wasn't one for Gail Patrick as Cornelia, it's devilishly icy and weasel like, and she impacted hard on me to the point that I wanted to strangle her, job done, a great performance from her.

Truth is, they are all great, from the actors to the director, from the editor to the writer, My Man Godfrey is a truly brilliant film that easily entered my top 100 greatest films list today. 10/10 I am not one of those people who say that they don’t make movies like they used to, or who watches a lot of classic black and white films. But there are a few dozen classics I would watch any time they come on, and this is one of them.

My Man Godfrey is in the sub genre of screwball comedy, and it may actually be true that they don’t make them like this any longer, because it seems like most of the wacky comedies nowadays center around bodily functions or shocking 
language (though I guess you can argue it isn’t shocking anymore.)

Anyway, this movie had plenty of laughs, a nice story, and a romance thrown in. The two leads dominate, of course, but the whole Bullock family is well cast. The only aspect that detracted from my enjoyment at all was the Carlo character. The silly matriarch of the family is  sponsoring him - A musician maybe? And I thought in a few places he was overdone, but it is a minor thing.

There is a bit of a social message here, of course, concerning the have and have-not, but it doesn’t weigh down the plot. Great movie."
923,7,"Waiter, will you serve the nuts? ...I mean, will you serve the guests the nuts?  

The Thin Man is directed by W. S. Van Dyke and co-written by Albert Hackett and Frances Goodrich. It is based on the Dashiell Hammett novel of the same name. Starring are William Powell and Myrna Loy, with support coming from Maureen O'Sullivan, Nat Pendleton, Minna Gombell, Porter Hall and Skippy as Astra the dog. William Axt scores the music and James Wong Howe is the cinematographer. 

Plot finds Powell and Loy as married couple, Nick and Nora Charles, he is a retired detective, she a good time heiress. Planning to finally settle down, their life is upturned when Nick is called back into detective work due to a friend's disappearance and the possibility he was also involved in a murder. Murder, malarkey and mirth are about to become the order of the day.

It was the big surprise hit of 1934. Afforded only a tiny budget because studio head honcho Louis B. Mayer thought it was dud material, and he ordered for it to be completed in under three weeks time! Film made stars out of Powell and Loy and coined an impressive $2 million at the box office. Also birthing a franchise (5 film sequels and a radio and television series would follow), it's a film that has irresistible charm leaping out from every frame. It's easy to see even now why a mid 1930's audience could take so warmly to such an appealing motion picture.

From the off the film was in good hands, Dyke (One-Take Woody as he was sometimes known) was an unfussy director with a keen eye for pacing and casting, both of which are things that shine through in this production. There's also considerable talent in the writing, both in the source material and with the script writers. Hammett based his witty bantering couple on himself and his relationship with playwright Lillian Hellman, this was ideal material for Hackett and Goodrich, themselves a happily married couple fondly thought of in the cut and thrust world of Hollywood. As a couple they would go on to write It's a Wonderful Life for Frank Capra and win the Pulitzer Prize for their play The Diary of Anne Frank. 

It stands out as a film of note because it successfully marries a murder mystery story with a screwball comedy spin, this was something new and exciting. While the believable relationship between Powell and Loy was also a breath of fresh air - a married couple deeply in love, devoted, funny, boozey and bouncing off of each other with witty repartee. It can never be overstated just how good Powell and Loy are here, true enough they are given an absolutely zinging script to work from, but the level of comedy, both in visual ticks and delivery of lines, is extraordinarily high.

Small budget and a small shoot, but everything else about The Thin Man is big. Big laughs, big mystery and big love, all bundled up into a joyous bit of classic cinema. 9/10"
925,6,"Spot the cameo in 5 Oscar winning epic.

Based on the wonderful writing from Jules Verne, Around the World in Eighty Days is just shy of three hours, this was my first ever visit to the film and my reaction is mainly positive, though tempered with a small sense of unfulfillment.

Phileas Fogg takes a wager from his fellow London club members that he can't circle the globe in 80 days, this it should be noted is 1872 where transport was not of the fast and dynamic variety. Fogg and his trusty servant Passepartout, set off on a journey that brings many adventures, and many humorous scrapes. They meet a wonderful array of characters and travel on many forms of transport, it is in short a magical journey.

The production here from Mike Todd is gargantuan, the sets are incredible, the multiple locations befit the multi cast of actors that grace the film (have fun playing spot the star in this one). The costumes and the score are spot on, while Lionel Lindon's cinematography rightly won the gold award because it's lush and cloaks the delightful story with a number of treats for the eyes. David Niven is perfect as Fogg, whilst Cantinflas as Passepartout is perfect foil for Fogg's staid stiff upper lippery.

Yet in spite of it's obvious beauty the film is a touch overlong, some scenes are padded far too much when surely a shorter take would have made its mark equally enough? I was surprised by the ending being so short and sweet, yes, sure it's fitting, but after sitting through just under 3 hours of film you are not being unreasonable to expect a grand fanfare type of ending. Still, it doesn't take away from this being a good cinematic achievement. As to if it stands up to repeat viewing? I'll have to see on that one... 7.5/10"
